case_id,animal,cut,thickness,doneness,equipment,language,status,issue_code,issue_message,response_excerpt
case-000691,Vacuno,entrecote,8,medium,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-000692,Beef,entrecote,8,medium,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 7 min indirect + 5 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pas
case-000693,Vacuno,entrecote,8,medium,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-000694,Beef,entrecote,8,medium,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 7 min indirect + 5 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-000695,Vacuno,entrecote,8,medium,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-000696,Beef,entrecote,8,medium,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 7 min indirect + 5 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. F
case-000697,Vacuno,entrecote,8,medium,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar sartén y horno: Usa sartén calient
case-000698,Beef,entrecote,8,medium,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 7 min indirect + 5 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min
case-000699,Vacuno,entrecote,8,medium,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-000700,Beef,entrecote,8,medium,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 7 min indirect + 5 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-000701,Vacuno,entrecote,8,medium_well,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-000702,Beef,entrecote,8,medium_well,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 7 min indirect + 5 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Warm core indi
case-000703,Vacuno,entrecote,8,medium_well,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-000704,Beef,entrecote,8,medium_well,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 7 min indirect + 5 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-000705,Vacuno,entrecote,8,medium_well,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-000706,Beef,entrecote,8,medium_well,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 7 min indirect + 5 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. W
case-000707,Vacuno,entrecote,8,medium_well,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Calentar sartén medio-alto: Usa sartén calient
case-000708,Beef,entrecote,8,medium_well,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 7 min indirect + 5 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Heat pan to medium-high: Use a hot pan and keep space between pieces. (10 
case-000709,Vacuno,entrecote,8,medium_well,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-000710,Beef,entrecote,8,medium_well,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 7 min indirect + 5 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Warm c
case-000711,Vacuno,entrecote,8,well_done,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-000712,Beef,entrecote,8,well_done,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 7 min indirect + 5 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Warm core indi
case-000713,Vacuno,entrecote,8,well_done,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-000714,Beef,entrecote,8,well_done,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 7 min indirect + 5 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-000715,Vacuno,entrecote,8,well_done,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-000716,Beef,entrecote,8,well_done,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 7 min indirect + 5 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. W
case-000717,Vacuno,entrecote,8,well_done,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Precalentar sartén y horno: Usa sartén calient
case-000718,Beef,entrecote,8,well_done,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 7 min indirect + 5 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min
case-000719,Vacuno,entrecote,8,well_done,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-000720,Beef,entrecote,8,well_done,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 7 min indirect + 5 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Warm c
case-000721,Vacuno,picanha,2,blue,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 2 min por lado + 5 min indirecto + 7 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Precalentar parrilla: Prepara fuego directo y una zona s
case-000722,Beef,picanha,2,blue,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 2 min per side + 5 min indirect + 7 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear sid
case-000723,Vacuno,picanha,2,blue,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 2 min por lado + 5 min indirecto + 7 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calo
case-000724,Beef,picanha,2,blue,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 2 min per side + 5 min indirect + 7 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. 
case-000725,Vacuno,picanha,2,blue,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 2 min por lado + 5 min indirecto + 7 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define 
case-000726,Beef,picanha,2,blue,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 2 min per side + 5 min indirect + 7 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min
case-000727,Vacuno,picanha,2,blue,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 2 min por lado + 5 min indirecto + 7 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Precalentar sartén: Usa sartén caliente y deja
case-000728,Beef,picanha,2,blue,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 2 min per side + 5 min indirect + 7 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Preheat pan: Use a hot pan and keep space between pieces. (10 min) 2. Sear
case-000729,Vacuno,picanha,2,blue,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 2 min por lado + 5 min indirecto + 7 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Precalentar parrilla: Prepara fuego directo y un
case-000730,Beef,picanha,2,blue,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 2 min per side + 5 min indirect + 7 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. 
case-000731,Vacuno,picanha,2,rare,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 2 min por lado + 5 min indirecto + 7 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Precalentar parrilla: Prepara fuego directo y una zona s
case-000732,Beef,picanha,2,rare,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 2 min per side + 5 min indirect + 7 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear sid
case-000733,Vacuno,picanha,2,rare,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 2 min por lado + 5 min indirecto + 7 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calo
case-000734,Beef,picanha,2,rare,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 2 min per side + 5 min indirect + 7 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. 
case-000735,Vacuno,picanha,2,rare,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 2 min por lado + 5 min indirecto + 7 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define 
case-000736,Beef,picanha,2,rare,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 2 min per side + 5 min indirect + 7 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min
case-000737,Vacuno,picanha,2,rare,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 2 min por lado + 5 min indirecto + 7 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Precalentar sartén: Usa sartén caliente y deja
case-000738,Beef,picanha,2,rare,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 2 min per side + 5 min indirect + 7 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Preheat pan: Use a hot pan and keep space between pieces. (10 min) 2. Sear
case-000739,Vacuno,picanha,2,rare,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 2 min por lado + 5 min indirecto + 7 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Precalentar parrilla: Prepara fuego directo y un
case-000740,Beef,picanha,2,rare,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 2 min per side + 5 min indirect + 7 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. 
case-000741,Vacuno,picanha,2,medium_rare,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 2 min por lado + 5 min indirecto + 7 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Precalentar parrilla: Prepara fuego directo y una zona s
case-000742,Beef,picanha,2,medium_rare,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 2 min per side + 5 min indirect + 7 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear sid
